(List(Bread, Butter, Cheese, Coffee Powder, Ghee, Lassi, Milk, Panner),31)
(List(Butter, Cheese, Coffee Powder, Ghee, Lassi, Milk, Panner, Yougurt),31)
(List(Butter, Cheese, Coffee Powder, Ghee, Lassi, Sugar, Sweet),31)
(List(Bread, Cheese, Ghee, Lassi, Sweet, Tea Powder),111)
(List(Coffee Powder, Milk, Panner, Sweet, Tea Powder, Yougurt),111)
(List(Bread, Butter, Cheese, Panner, Sugar, Tea Powder),111)
(List(Butter, Cheese, Coffee Powder, Panner, Sweet, Tea Powder),111)
(List(Bread, Cheese, Milk, Sweet, Tea Powder, Yougurt),111)
(List(Bread, Cheese, Coffee Powder, Lassi, Sugar, Sweet),111)
(List(Bread, Butter, Coffee Powder, Ghee, Lassi, Sweet),111)
(List(Butter, Cheese, Coffee Powder, Panner, Sugar, Tea Powder),111)
(List(Bread, Butter, Cheese, Coffee Powder, Panner, Tea Powder),111)
(List(Butter, Lassi, Milk, Panner, Sugar, Tea Powder),111)
(List(Bread, Butter, Cheese, Milk, Tea Powder, Yougurt),111)
(List(Bread, Ghee, Milk, Panner, Tea Powder, Yougurt),111)
(List(Cheese, Coffee Powder, Lassi, Sweet, Tea Powder, Yougurt),111)
(List(Bread, Butter, Coffee Powder, Ghee, Milk, Panner),111)
(List(Bread, Cheese, Coffee Powder, Lassi, Tea Powder, Yougurt),111)
(List(Bread, Lassi, Milk, Panner, Tea Powder, Yougurt),111)
(List(Butter, Cheese, Sugar, Sweet, Tea Powder, Yougurt),112)
(List(Butter, Cheese, Coffee Powder, Lassi, Sweet, Tea Powder),112)
(List(Bread, Butter, Lassi, Milk, Sweet, Tea Powder),112)
(List(Bread, Cheese, Ghee, Lassi, Tea Powder, Yougurt),112)
(List(Bread, Butter, Ghee, Lassi, Tea Powder, Yougurt),112)
(List(Bread, Butter, Ghee, Sugar, Sweet, Tea Powder),112)
(List(Cheese, Coffee Powder, Lassi, Milk, Sugar, Tea Powder),112)
(List(Bread, Butter, Cheese, Coffee Powder, Ghee, Tea Powder),112)
(List(Cheese, Coffee Powder, Milk, Sweet, Tea Powder, Yougurt),112)
(List(Butter, Cheese, Lassi, Milk, Sugar, Tea Powder),112)
(List(Bread, Butter, Lassi, Milk, Panner, Tea Powder),112)
(List(Cheese, Coffee Powder, Lassi, Sugar, Tea Powder, Yougurt),112)
(List(Butter, Cheese, Coffee Powder, Lassi, Milk, Tea Powder),112)
(List(Bread, Butter, Cheese, Coffee Powder, Milk, Sweet),112)
(List(Cheese, Ghee, Lassi, Panner, Sugar, Tea Powder),112)
(List(Coffee Powder, Ghee, Panner, Sugar, Sweet, Tea Powder),112)
(List(Butter, Coffee Powder, Ghee, Lassi, Sweet, Tea Powder),113)
(List(Bread, Cheese, Ghee, Milk, Sugar, Sweet),113)
(List(Butter, Cheese, Coffee Powder, Ghee, Milk, Tea Powder),113)
(List(Bread, Cheese, Milk, Panner, Tea Powder, Yougurt),113)
(List(Coffee Powder, Ghee, Milk, Panner, Sweet, Yougurt),113)
(List(Bread, Ghee, Lassi, Milk, Tea Powder, Yougurt),113)
(List(Cheese, Lassi, Milk, Panner, Sweet, Tea Powder),113)
(List(Bread, Ghee, Milk, Sugar, Sweet, Tea Powder),113)
(List(Bread, Butter, Lassi, Milk, Sugar, Tea Powder),113)
(List(Butter, Coffee Powder, Lassi, Panner, Sugar, Tea Powder),113)
(List(Bread, Cheese, Ghee, Lassi, Sugar, Tea Powder),113)
(List(Butter, Coffee Powder, Panner, Sweet, Tea Powder, Yougurt),113)
(List(Ghee, Milk, Sugar, Sweet, Tea Powder, Yougurt),113)
(List(Bread, Butter, Ghee, Milk, Sweet, Tea Powder),113)
(List(Coffee Powder, Ghee, Lassi, Sugar, Tea Powder, Yougurt),113)
(List(Cheese, Coffee Powder, Ghee, Lassi, Panner, Tea Powder),113)
(List(Bread, Butter, Cheese, Ghee, Panner, Tea Powder),113)
(List(Cheese, Lassi, Panner, Sugar, Tea Powder, Yougurt),113)
(List(Cheese, Coffee Powder, Ghee, Lassi, Tea Powder, Yougurt),113)
(List(Coffee Powder, Ghee, Lassi, Sweet, Tea Powder, Yougurt),114)
(List(Butter, Coffee Powder, Ghee, Milk, Panner, Tea Powder),114)
(List(Butter, Cheese, Coffee Powder, Sugar, Tea Powder, Yougurt),114)
(List(Bread, Cheese, Coffee Powder, Lassi, Sugar, Yougurt),114)
(List(Cheese, Milk, Panner, Sugar, Tea Powder, Yougurt),114)
(List(Bread, Butter, Cheese, Lassi, Panner, Sweet),114)
(List(Butter, Cheese, Ghee, Milk, Tea Powder, Yougurt),114)
(List(Butter, Ghee, Lassi, Milk, Tea Powder, Yougurt),114)
(List(Lassi, Panner, Sugar, Sweet, Tea Powder, Yougurt),114)
(List(Butter, Coffee Powder, Lassi, Sweet, Tea Powder, Yougurt),114)
(List(Coffee Powder, Milk, Panner, Sugar, Sweet, Yougurt),114)
(List(Cheese, Coffee Powder, Milk, Panner, Sugar, Sweet),114)
(List(Bread, Cheese, Lassi, Sweet, Tea Powder, Yougurt),114)
(List(Butter, Panner, Sugar, Sweet, Tea Powder, Yougurt),114)
(List(Bread, Butter, Lassi, Milk, Panner, Yougurt),114)
(List(Bread, Butter, Ghee, Lassi, Panner, Sweet),114)
(List(Cheese, Coffee Powder, Panner, Sugar, Sweet, Tea Powder),114)
(List(Cheese, Coffee Powder, Ghee, Milk, Panner, Sugar),114)
(List(Butter, Cheese, Coffee Powder, Ghee, Sweet, Yougurt),114)
(List(Bread, Butter, Milk, Sugar, Sweet, Tea Powder),114)
(List(Bread, Coffee Powder, Lassi, Milk, Tea Powder, Yougurt),114)
(List(Butter, Coffee Powder, Milk, Panner, Tea Powder, Yougurt),114)
(List(Cheese, Coffee Powder, Lassi, Sugar, Sweet, Yougurt),114)
(List(Bread, Butter, Cheese, Coffee Powder, Lassi, Yougurt),114)
(List(Bread, Butter, Cheese, Milk, Panner, Sugar),114)
(List(Butter, Cheese, Ghee, Sugar, Tea Powder, Yougurt),114)
(List(Butter, Ghee, Lassi, Sugar, Tea Powder, Yougurt),114)
(List(Bread, Cheese, Lassi, Sugar, Tea Powder, Yougurt),114)
(List(Cheese, Coffee Powder, Lassi, Panner, Sugar, Tea Powder),114)
(List(Bread, Cheese, Ghee, Lassi, Sugar, Sweet),114)
(List(Butter, Cheese, Coffee Powder, Panner, Tea Powder, Yougurt),115)
(List(Butter, Coffee Powder, Ghee, Milk, Sweet, Tea Powder),115)
(List(Bread, Cheese, Coffee Powder, Milk, Sugar, Tea Powder),115)
(List(Bread, Butter, Coffee Powder, Lassi, Sweet, Yougurt),115)
(List(Bread, Coffee Powder, Ghee, Milk, Sweet, Tea Powder),115)
(List(Cheese, Coffee Powder, Panner, Sweet, Tea Powder, Yougurt),115)
(List(Cheese, Coffee Powder, Ghee, Lassi, Sweet, Yougurt),115)
(List(Bread, Coffee Powder, Lassi, Sugar, Sweet, Yougurt),115)
(List(Bread, Butter, Ghee, Milk, Panner, Sweet),115)
(List(Bread, Butter, Cheese, Panner, Tea Powder, Yougurt),115)
(List(Cheese, Coffee Powder, Ghee, Panner, Tea Powder, Yougurt),115)
(List(Butter, Ghee, Milk, Panner, Sugar, Tea Powder),115)
(List(Butter, Lassi, Milk, Panner, Tea Powder, Yougurt),115)
(List(Coffee Powder, Ghee, Milk, Panner, Tea Powder, Yougurt),115)
(List(Bread, Coffee Powder, Ghee, Milk, Panner, Tea Powder),115)
(List(Bread, Butter, Coffee Powder, Lassi, Sweet, Tea Powder),115)
(List(Bread, Butter, Cheese, Coffee Powder, Tea Powder, Yougurt),115)
(List(Cheese, Coffee Powder, Ghee, Milk, Panner, Sweet),115)
(List(Bread, Butter, Coffee Powder, Lassi, Milk, Tea Powder),115)
(List(Butter, Lassi, Milk, Sweet, Tea Powder, Yougurt),115)
(List(Butter, Cheese, Panner, Sugar, Tea Powder, Yougurt),115)
(List(Coffee Powder, Lassi, Milk, Panner, Tea Powder, Yougurt),115)
(List(Cheese, Ghee, Lassi, Milk, Sweet, Yougurt),115)
(List(Bread, Butter, Ghee, Lassi, Milk, Yougurt),115)
(List(Lassi, Milk, Panner, Sweet, Tea Powder, Yougurt),115)
(List(Bread, Butter, Cheese, Coffee Powder, Ghee, Milk),115)
(List(Bread, Butter, Cheese, Coffee Powder, Sugar, Yougurt),115)
(List(Bread, Cheese, Ghee, Panner, Sugar, Tea Powder),116)
(List(Butter, Cheese, Coffee Powder, Milk, Sugar, Tea Powder),116)
(List(Butter, Cheese, Coffee Powder, Ghee, Panner, Tea Powder),116)
(List(Butter, Cheese, Coffee Powder, Panner, Sugar, Sweet),116)
(List(Bread, Ghee, Milk, Panner, Sweet, Tea Powder),116)
(List(Bread, Butter, Coffee Powder, Panner, Sugar, Tea Powder),116)
(List(Ghee, Lassi, Panner, Sweet, Tea Powder, Yougurt),116)
(List(Bread, Butter, Coffee Powder, Panner, Sugar, Sweet),116)
(List(Butter, Cheese, Ghee, Lassi, Panner, Sweet),116)
(List(Cheese, Ghee, Lassi, Panner, Sugar, Sweet),116)
(List(Bread, Coffee Powder, Ghee, Sugar, Sweet, Tea Powder),116)
(List(Bread, Butter, Cheese, Milk, Sugar, Sweet),116)
(List(Bread, Butter, Cheese, Ghee, Lassi, Sugar),116)
(List(Bread, Butter, Cheese, Ghee, Sugar, Tea Powder),116)
(List(Coffee Powder, Lassi, Milk, Sweet, Tea Powder, Yougurt),116)
(List(Bread, Butter, Cheese, Lassi, Milk, Yougurt),116)
(List(Bread, Ghee, Lassi, Sugar, Sweet, Yougurt),116)
(List(Butter, Milk, Panner, Sugar, Sweet, Tea Powder),116)
(List(Butter, Coffee Powder, Lassi, Panner, Sweet, Tea Powder),116)
(List(Bread, Ghee, Lassi, Sugar, Tea Powder, Yougurt),116)
(List(Bread, Butter, Milk, Panner, Sugar, Yougurt),116)
(List(Bread, Butter, Cheese, Coffee Powder, Ghee, Panner),116)
(List(Coffee Powder, Panner, Sugar, Sweet, Tea Powder, Yougurt),116)
(List(Ghee, Lassi, Panner, Sugar, Tea Powder, Yougurt),116)
(List(Bread, Butter, Cheese, Sugar, Tea Powder, Yougurt),116)
(List(Butter, Coffee Powder, Lassi, Panner, Tea Powder, Yougurt),116)
(List(Bread, Butter, Cheese, Coffee Powder, Panner, Yougurt),117)
(List(Butter, Cheese, Ghee, Milk, Sugar, Yougurt),117)
(List(Cheese, Coffee Powder, Ghee, Milk, Sweet, Yougurt),117)
(List(Cheese, Ghee, Lassi, Milk, Sugar, Tea Powder),117)
(List(Bread, Panner, Sugar, Sweet, Tea Powder, Yougurt),117)
(List(Cheese, Coffee Powder, Lassi, Panner, Sugar, Sweet),117)
(List(Cheese, Ghee, Milk, Sugar, Sweet, Yougurt),117)
(List(Bread, Cheese, Coffee Powder, Milk, Panner, Sweet),117)
(List(Bread, Cheese, Ghee, Lassi, Sweet, Yougurt),117)
(List(Bread, Butter, Ghee, Lassi, Sweet, Tea Powder),117)
(List(Bread, Cheese, Coffee Powder, Panner, Sugar, Sweet),117)
(List(Cheese, Panner, Sugar, Sweet, Tea Powder, Yougurt),117)
(List(Bread, Butter, Cheese, Coffee Powder, Milk, Panner),117)
(List(Coffee Powder, Ghee, Milk, Panner, Sugar, Tea Powder),117)
(List(Bread, Cheese, Panner, Sweet, Tea Powder, Yougurt),117)
(List(Cheese, Coffee Powder, Panner, Sugar, Tea Powder, Yougurt),117)
(List(Bread, Butter, Coffee Powder, Ghee, Milk, Tea Powder),117)
(List(Bread, Butter, Coffee Powder, Milk, Panner, Yougurt),117)
(List(Bread, Butter, Cheese, Ghee, Milk, Tea Powder),117)
(List(Bread, Coffee Powder, Lassi, Milk, Sweet, Tea Powder),117)
(List(Butter, Cheese, Milk, Sugar, Sweet, Tea Powder),117)
(List(Butter, Cheese, Coffee Powder, Ghee, Milk, Sugar),117)
(List(Bread, Butter, Coffee Powder, Ghee, Sugar, Sweet),117)
(List(Bread, Cheese, Coffee Powder, Ghee, Milk, Sugar),117)
(List(Butter, Lassi, Milk, Sugar, Tea Powder, Yougurt),117)
(List(Bread, Butter, Cheese, Lassi, Sugar, Yougurt),117)
(List(Bread, Butter, Cheese, Ghee, Milk, Panner),117)
(List(Ghee, Lassi, Milk, Sweet, Tea Powder, Yougurt),117)
(List(Cheese, Milk, Panner, Sugar, Sweet, Tea Powder),117)
(List(Bread, Butter, Lassi, Panner, Sweet, Yougurt),117)
(List(Bread, Butter, Coffee Powder, Sweet, Tea Powder, Yougurt),117)
(List(Coffee Powder, Ghee, Lassi, Sugar, Sweet, Yougurt),117)
(List(Bread, Cheese, Panner, Sugar, Tea Powder, Yougurt),117)
(List(Bread, Lassi, Milk, Sweet, Tea Powder, Yougurt),117)
(List(Bread, Cheese, Coffee Powder, Ghee, Lassi, Tea Powder),117)
(List(Bread, Cheese, Coffee Powder, Ghee, Sweet, Yougurt),117)
(List(Cheese, Coffee Powder, Panner, Sugar, Sweet, Yougurt),117)
(List(Bread, Coffee Powder, Ghee, Milk, Sugar, Sweet),118)
(List(Ghee, Lassi, Milk, Panner, Tea Powder, Yougurt),118)
(List(Cheese, Coffee Powder, Lassi, Milk, Sweet, Yougurt),118)
(List(Bread, Cheese, Ghee, Milk, Panner, Sweet),118)
(List(Butter, Cheese, Ghee, Panner, Tea Powder, Yougurt),118)
(List(Bread, Ghee, Milk, Panner, Sweet, Yougurt),118)
(List(Bread, Coffee Powder, Lassi, Milk, Sugar, Yougurt),118)
(List(Bread, Coffee Powder, Ghee, Panner, Tea Powder, Yougurt),118)
(List(Bread, Cheese, Lassi, Milk, Sugar, Sweet),118)
(List(Bread, Butter, Milk, Panner, Tea Powder, Yougurt),118)
(List(Bread, Coffee Powder, Ghee, Sugar, Sweet, Yougurt),118)
(List(Butter, Cheese, Panner, Sugar, Sweet, Tea Powder),118)
(List(Bread, Butter, Panner, Sugar, Tea Powder, Yougurt),118)
(List(Butter, Cheese, Coffee Powder, Ghee, Sugar, Yougurt),118)
(List(Butter, Cheese, Milk, Panner, Sugar, Yougurt),118)
(List(Bread, Butter, Ghee, Milk, Sugar, Tea Powder),118)
(List(Bread, Coffee Powder, Ghee, Lassi, Sugar, Yougurt),118)
(List(Bread, Butter, Coffee Powder, Ghee, Panner, Tea Powder),118)
(List(Lassi, Milk, Panner, Sugar, Tea Powder, Yougurt),118)
(List(Bread, Butter, Ghee, Lassi, Milk, Tea Powder),118)
(List(Butter, Lassi, Sugar, Sweet, Tea Powder, Yougurt),118)
(List(Bread, Butter, Ghee, Lassi, Sugar, Tea Powder),118)
(List(Bread, Ghee, Panner, Sugar, Sweet, Tea Powder),118)
(List(Bread, Cheese, Ghee, Panner, Sugar, Sweet),118)
(List(Butter, Cheese, Coffee Powder, Lassi, Sweet, Yougurt),118)
(List(Bread, Coffee Powder, Lassi, Sweet, Tea Powder, Yougurt),118)
(List(Lassi, Milk, Sugar, Sweet, Tea Powder, Yougurt),118)
(List(Bread, Cheese, Milk, Panner, Sweet, Tea Powder),118)
(List(Bread, Milk, Panner, Sweet, Tea Powder, Yougurt),118)
(List(Cheese, Coffee Powder, Milk, Panner, Sugar, Tea Powder),118)
(List(Butter, Cheese, Ghee, Milk, Sugar, Tea Powder),118)
(List(Bread, Coffee Powder, Sugar, Sweet, Tea Powder, Yougurt),118)
(List(Butter, Coffee Powder, Milk, Panner, Sugar, Sweet),118)
(List(Bread, Coffee Powder, Ghee, Milk, Panner, Sweet),118)
(List(Cheese, Ghee, Panner, Sugar, Sweet, Yougurt),118)
(List(Butter, Cheese, Coffee Powder, Lassi, Sugar, Sweet),118)
(List(Cheese, Lassi, Panner, Sugar, Sweet, Tea Powder),118)
(List(Bread, Ghee, Lassi, Panner, Tea Powder, Yougurt),118)
(List(Cheese, Lassi, Milk, Sugar, Sweet, Tea Powder),118)
(List(Butter, Cheese, Milk, Panner, Sugar, Sweet),118)
(List(Bread, Butter, Coffee Powder, Lassi, Panner, Sweet),119)
(List(Bread, Butter, Ghee, Milk, Panner, Tea Powder),119)
(List(Cheese, Coffee Powder, Lassi, Milk, Sugar, Sweet),119)
(List(Coffee Powder, Ghee, Lassi, Milk, Panner, Tea Powder),119)
(List(Bread, Butter, Coffee Powder, Ghee, Lassi, Yougurt),119)
(List(Bread, Butter, Cheese, Coffee Powder, Ghee, Yougurt),119)
(List(Bread, Butter, Cheese, Panner, Sugar, Yougurt),119)
(List(Bread, Butter, Cheese, Lassi, Sugar, Sweet),119)
(List(Bread, Cheese, Coffee Powder, Milk, Tea Powder, Yougurt),119)
(List(Bread, Butter, Milk, Panner, Sugar, Sweet),119)
(List(Bread, Butter, Ghee, Milk, Sugar, Yougurt),119)
(List(Bread, Cheese, Lassi, Panner, Sugar, Tea Powder),119)
(List(Bread, Cheese, Ghee, Sugar, Tea Powder, Yougurt),119)
(List(Bread, Cheese, Lassi, Panner, Tea Powder, Yougurt),119)
(List(Cheese, Coffee Powder, Lassi, Sugar, Sweet, Tea Powder),119)
(List(Bread, Butter, Coffee Powder, Ghee, Lassi, Tea Powder),119)
(List(Bread, Cheese, Ghee, Milk, Panner, Sugar),119)
(List(Bread, Ghee, Milk, Sugar, Sweet, Yougurt),119)
(List(Ghee, Milk, Panner, Sugar, Tea Powder, Yougurt),119)
(List(Butter, Cheese, Coffee Powder, Milk, Sweet, Yougurt),119)
(List(Bread, Cheese, Coffee Powder, Panner, Tea Powder, Yougurt),119)
(List(Butter, Cheese, Coffee Powder, Sugar, Sweet, Tea Powder),119)
(List(Bread, Cheese, Lassi, Sugar, Sweet, Yougurt),119)
(List(Butter, Cheese, Coffee Powder, Milk, Tea Powder, Yougurt),119)
(List(Butter, Lassi, Panner, Sweet, Tea Powder, Yougurt),119)
(List(Bread, Butter, Coffee Powder, Milk, Panner, Sugar),119)
(List(Bread, Butter, Coffee Powder, Lassi, Panner, Tea Powder),119)
(List(Bread, Butter, Lassi, Milk, Sweet, Yougurt),119)
(List(Butter, Cheese, Coffee Powder, Lassi, Sugar, Yougurt),119)
(List(Bread, Cheese, Coffee Powder, Panner, Sugar, Yougurt),119)
(List(Bread, Butter, Cheese, Ghee, Panner, Sugar),119)
(List(Bread, Ghee, Lassi, Milk, Sweet, Yougurt),119)
(List(Butter, Cheese, Panner, Sweet, Tea Powder, Yougurt),119)
(List(Bread, Cheese, Coffee Powder, Lassi, Sweet, Yougurt),119)
(List(Bread, Coffee Powder, Milk, Panner, Sweet, Tea Powder),119)
(List(Bread, Cheese, Milk, Panner, Sugar, Tea Powder),119)
(List(Bread, Milk, Panner, Sugar, Sweet, Tea Powder),119)
(List(Cheese, Ghee, Milk, Sugar, Tea Powder, Yougurt),119)
(List(Coffee Powder, Lassi, Sugar, Sweet, Tea Powder, Yougurt),120)
(List(Butter, Ghee, Milk, Panner, Sugar, Sweet),120)
(List(Bread, Coffee Powder, Lassi, Panner, Tea Powder, Yougurt),120)
(List(Bread, Coffee Powder, Ghee, Milk, Sweet, Yougurt),120)
(List(Bread, Butter, Cheese, Ghee, Milk, Sugar),120)
(List(Bread, Butter, Milk, Panner, Sweet, Yougurt),120)
(List(Bread, Lassi, Milk, Panner, Sugar, Tea Powder),120)
(List(Bread, Butter, Ghee, Panner, Sugar, Tea Powder),120)
(List(Butter, Coffee Powder, Ghee, Lassi, Milk, Sweet),120)
(List(Bread, Butter, Coffee Powder, Lassi, Sugar, Yougurt),120)
(List(Bread, Butter, Lassi, Panner, Sugar, Yougurt),120)
(List(Bread, Cheese, Lassi, Milk, Sweet, Yougurt),120)
(List(Butter, Milk, Sugar, Sweet, Tea Powder, Yougurt),120)
(List(Butter, Coffee Powder, Lassi, Sugar, Tea Powder, Yougurt),120)
(List(Bread, Cheese, Coffee Powder, Lassi, Panner, Tea Powder),120)
(List(Cheese, Coffee Powder, Ghee, Panner, Sugar, Yougurt),120)
(List(Bread, Butter, Ghee, Milk, Panner, Yougurt),120)
(List(Butter, Cheese, Lassi, Milk, Sugar, Yougurt),120)
(List(Cheese, Lassi, Milk, Panner, Sugar, Sweet),120)
(List(Bread, Butter, Ghee, Milk, Panner, Sugar),120)
(List(Butter, Coffee Powder, Ghee, Sugar, Sweet, Tea Powder),120)
(List(Cheese, Ghee, Milk, Panner, Sugar, Yougurt),120)
(List(Butter, Coffee Powder, Ghee, Milk, Panner, Sugar),120)
(List(Bread, Cheese, Coffee Powder, Milk, Sugar, Sweet),120)
(List(Bread, Coffee Powder, Ghee, Lassi, Sweet, Yougurt),120)
(List(Butter, Cheese, Coffee Powder, Lassi, Panner, Sweet),120)
(List(Bread, Milk, Panner, Sugar, Tea Powder, Yougurt),120)
(List(Butter, Cheese, Coffee Powder, Lassi, Milk, Sweet),120)
(List(Bread, Butter, Coffee Powder, Lassi, Panner, Yougurt),120)
(List(Bread, Butter, Cheese, Ghee, Panner, Yougurt),120)
(List(Bread, Butter, Ghee, Panner, Sugar, Sweet),120)
(List(Cheese, Coffee Powder, Milk, Panner, Sweet, Yougurt),120)
(List(Coffee Powder, Ghee, Milk, Sugar, Sweet, Tea Powder),120)
(List(Butter, Coffee Powder, Ghee, Lassi, Panner, Sweet),120)
(List(Butter, Ghee, Milk, Sugar, Tea Powder, Yougurt),120)
(List(Ghee, Lassi, Milk, Sugar, Sweet, Yougurt),120)
(List(Butter, Cheese, Coffee Powder, Lassi, Panner, Yougurt),120)
(List(Butter, Ghee, Milk, Sugar, Sweet, Yougurt),120)
(List(Bread, Butter, Coffee Powder, Ghee, Milk, Sugar),120)
(List(Cheese, Coffee Powder, Milk, Sugar, Sweet, Yougurt),120)
(List(Bread, Cheese, Ghee, Milk, Sweet, Yougurt),120)
(List(Cheese, Coffee Powder, Ghee, Lassi, Panner, Sugar),120)
(List(Bread, Butter, Cheese, Ghee, Tea Powder, Yougurt),121)
(List(Cheese, Coffee Powder, Lassi, Panner, Tea Powder, Yougurt),121)
(List(Bread, Butter, Cheese, Lassi, Milk, Panner),121)
(List(Bread, Ghee, Lassi, Milk, Panner, Yougurt),121)
(List(Bread, Cheese, Coffee Powder, Milk, Sweet, Yougurt),121)
(List(Cheese, Coffee Powder, Ghee, Lassi, Milk, Sugar),121)
(List(Bread, Butter, Cheese, Coffee Powder, Ghee, Lassi),121)
(List(Butter, Coffee Powder, Lassi, Milk, Sweet, Tea Powder),121)
(List(Coffee Powder, Ghee, Milk, Panner, Sugar, Yougurt),121)
(List(Butter, Ghee, Lassi, Milk, Sweet, Yougurt),121)
(List(Coffee Powder, Ghee, Lassi, Panner, Sugar, Sweet),121)
(List(Bread, Cheese, Ghee, Lassi, Panner, Sweet),121)
(List(Bread, Cheese, Coffee Powder, Panner, Sugar, Tea Powder),121)
(List(Cheese, Ghee, Lassi, Sugar, Sweet, Yougurt),121)
(List(Ghee, Lassi, Milk, Panner, Sweet, Yougurt),121)
(List(Butter, Coffee Powder, Lassi, Milk, Tea Powder, Yougurt),121)
(List(Bread, Cheese, Milk, Panner, Sugar, Sweet),121)
(List(Bread, Ghee, Panner, Sugar, Sweet, Yougurt),121)
(List(Butter, Cheese, Lassi, Panner, Sugar, Yougurt),121)
(List(Butter, Cheese, Lassi, Sugar, Sweet, Tea Powder),121)
(List(Bread, Cheese, Milk, Sugar, Tea Powder, Yougurt),121)
(List(Bread, Butter, Coffee Powder, Lassi, Sugar, Tea Powder),121)
(List(Bread, Cheese, Ghee, Lassi, Milk, Sweet),121)
(List(Butter, Coffee Powder, Ghee, Lassi, Tea Powder, Yougurt),121)
(List(Butter, Ghee, Lassi, Panner, Sugar, Tea Powder),121)
(List(Bread, Butter, Coffee Powder, Ghee, Milk, Yougurt),121)
(List(Bread, Cheese, Coffee Powder, Ghee, Milk, Sweet),121)
(List(Bread, Butter, Cheese, Ghee, Milk, Yougurt),121)
(List(Bread, Cheese, Coffee Powder, Sugar, Tea Powder, Yougurt),121)
(List(Butter, Cheese, Milk, Panner, Sweet, Yougurt),122)
(List(Butter, Ghee, Milk, Panner, Tea Powder, Yougurt),122)
(List(Bread, Butter, Cheese, Coffee Powder, Lassi, Sugar),122)
(List(Butter, Ghee, Lassi, Sugar, Sweet, Tea Powder),122)
(List(Cheese, Lassi, Milk, Panner, Sugar, Yougurt),122)
(List(Cheese, Ghee, Lassi, Milk, Panner, Sugar),122)
(List(Bread, Butter, Cheese, Coffee Powder, Panner, Sugar),122)
(List(Cheese, Coffee Powder, Ghee, Lassi, Panner, Sweet),122)
(List(Bread, Coffee Powder, Lassi, Milk, Sugar, Tea Powder),122)
(List(Bread, Coffee Powder, Panner, Sugar, Sweet, Tea Powder),122)
(List(Bread, Coffee Powder, Panner, Sweet, Tea Powder, Yougurt),122)
(List(Bread, Coffee Powder, Lassi, Milk, Sugar, Sweet),122)
(List(Butter, Cheese, Ghee, Lassi, Sugar, Yougurt),122)
(List(Bread, Lassi, Panner, Sweet, Tea Powder, Yougurt),122)
(List(Butter, Cheese, Ghee, Lassi, Panner, Yougurt),122)
(List(Bread, Cheese, Coffee Powder, Lassi, Milk, Sweet),122)
(List(Bread, Butter, Milk, Sugar, Tea Powder, Yougurt),122)
(List(Bread, Butter, Cheese, Lassi, Milk, Sugar),122)
(List(Butter, Ghee, Milk, Panner, Sweet, Yougurt),122)
(List(Coffee Powder, Ghee, Panner, Sugar, Tea Powder, Yougurt),122)
(List(Bread, Ghee, Panner, Sugar, Tea Powder, Yougurt),122)
(List(Cheese, Coffee Powder, Lassi, Milk, Panner, Sweet),122)
(List(Bread, Cheese, Ghee, Panner, Sweet, Yougurt),122)
(List(Bread, Ghee, Milk, Panner, Sugar, Tea Powder),122)
(List(Bread, Ghee, Milk, Panner, Sugar, Sweet),122)
(List(Bread, Lassi, Milk, Panner, Sweet, Yougurt),122)
(List(Bread, Butter, Milk, Sugar, Sweet, Yougurt),122)
(List(Bread, Butter, Lassi, Sugar, Sweet, Tea Powder),122)
(List(Bread, Ghee, Milk, Sugar, Tea Powder, Yougurt),122)
(List(Bread, Ghee, Lassi, Panner, Sweet, Yougurt),122)
(List(Cheese, Lassi, Milk, Sugar, Sweet, Yougurt),122)
(List(Butter, Cheese, Ghee, Panner, Sugar, Yougurt),122)
(List(Bread, Butter, Lassi, Panner, Sweet, Tea Powder),122)
(List(Bread, Butter, Sugar, Sweet, Tea Powder, Yougurt),122)
(List(Butter, Cheese, Lassi, Milk, Panner, Yougurt),123)
(List(Butter, Ghee, Panner, Sugar, Tea Powder, Yougurt),123)
(List(Butter, Ghee, Milk, Sugar, Sweet, Tea Powder),123)
(List(Butter, Cheese, Coffee Powder, Sweet, Tea Powder, Yougurt),123)
(List(Coffee Powder, Ghee, Milk, Sugar, Sweet, Yougurt),123)
(List(Bread, Butter, Cheese, Milk, Panner, Yougurt),123)
(List(Cheese, Ghee, Lassi, Milk, Panner, Yougurt),123)
(List(Bread, Butter, Coffee Powder, Ghee, Panner, Yougurt),123)
(List(Bread, Butter, Cheese, Milk, Sugar, Yougurt),123)
(List(Bread, Coffee Powder, Ghee, Milk, Panner, Yougurt),123)
(List(Butter, Cheese, Coffee Powder, Sugar, Sweet, Yougurt),123)
(List(Bread, Butter, Ghee, Lassi, Sugar, Sweet),123)
(List(Ghee, Lassi, Panner, Sugar, Sweet, Yougurt),123)
